recipe_id,quantity,ingredient,failed
485921,2⁄3,cup    all-purpose flour,NA
485921,2⁄3,cup    whole wheat flour,NA
485921,1,teaspoon    ground cinnamon,NA
485921,1⁄2,teaspoon    salt,NA
485921,1⁄4,teaspoon    baking powder,NA
485921,1⁄4,teaspoon    baking soda,NA
485921,1⁄2,cup    semi-sweet chocolate chips,NA
261674,1,cup    Smart Balance butter spread,NA
261674,1⁄2,"cup    brown sugar, packed",NA
261674,1⁄2,cup    granulated sugar,NA
261674,1⁄4,cup    egg substitute,NA
261674,1,teaspoon    vanilla extract,NA
261674,1,cup    flour,NA
261674,1,cup    whole wheat flour,NA
261674,1,cup    oatmeal,NA
261674,1,teaspoon    baking soda,NA
261674,1⁄2,teaspoon    salt,NA
261674,1,teaspoon    cinnamon,NA
261674,1,cup    pumpkin,NA
261674,3⁄4,cup    mini chocolate chip,NA
84605,1,cup    butter (2 sticks),NA
84605,1⁄2,cup    white sugar,NA
84605,1⁄2,cup    light brown sugar,NA
84605,1,large    egg,NA
84605,1,teaspoon    vanilla,NA
84605,2,cups    flour,NA
84605,1⁄2,teaspoon    baking soda,NA
84605,1⁄8,teaspoon    salt,NA
84605,1,(12   ounce) package   chocolate chips or  (12   ounce) package   M&M's semi-sweet chocolate baking bits,NA
84605,3⁄4,cup   chopped nuts (optional),NA
125880,2,cups    oil,NA
125880,3,cups    brown sugar,NA
125880,4,eggs,NA
125880,1,teaspoon    baking soda,NA
125880,4 1⁄2,cups    flour,NA
125880,1,teaspoon    salt,NA
125880,3,cups    chocolate chips,NA
125880,1 -2,cup   chopped pecans,NA
101041,1 1⁄2,cups    butter or 1 1/2  cups    margarine,NA
101041,1 1⁄4,cups    granulated sugar,NA
101041,1 1⁄4,"cups    brown sugar, firmly packed",NA
101041,2,teaspoons    vanilla,NA
101041,2,large    eggs,NA
101041,4,cups    flour,NA
101041,2,teaspoons    baking soda,NA
101041,1,teaspoon    salt,NA
101041,4,"cups    Nestle semi-sweet and white chocolate swirled chocolate morsels, divided  (You can also use semi-sweet or milk chocolate chips)",NA
158481,1,lb    margarine,NA
158481,2,cups    white sugar,NA
158481,1,cup   packed brown sugar,NA
158481,1,large    egg,NA
158481,4,tablespoons    water,NA
158481,1,teaspoon    vanilla,NA
158481,3,cups    flour,NA
158481,1,cup    coconut,NA
158481,2,teaspoons    baking powder,NA
158481,2,teaspoons    baking soda,NA
158481,1⁄2,teaspoon    salt,NA
158481,3,cups    rolled oats,NA
158481,1 1⁄2,cups    chocolate chips,NA
289454,1⁄2,"cup    quick-cooking rolled oats, plain",NA
289454,1⁄4,"cup    wheat germ, 100%",NA
289454,1⁄2,cup    unsweetened applesauce,NA
289454,1⁄4,cup    chocolate chips,NA
289454,1⁄2,teaspoon    baking soda,NA
289454,1⁄2,cup    baking powder,NA
289454,1⁄4,cup    Better 'n Peanut Butter spread,NA
289454,1⁄4,cup    egg white,NA
289454,1⁄2,"cup    Splenda granular, sugar substitute",NA
166785,1⁄2,cup    butter,NA
166785,1⁄3,cup    Splenda granular,NA
166785,1⁄8,cup    Splenda brown sugar blend (if you substitute any other kind-double it. Splenda brown sugar is halved.),NA
166785,1,egg,NA
166785,1,teaspoon    vanilla,NA
166785,1,cup    whole wheat flour,NA
166785,2,tablespoons    whole wheat flour,NA
166785,1⁄2,teaspoon    baking soda,NA
166785,1⁄8,teaspoon    salt,NA
166785,2,tablespoons    cream,NA
166785,8,ounces   hersey's sugar-free chocolate chips,NA
489478,1,"tablespoon    coconut oil, melted",NA
489478,1⁄8,cup    ground flax seeds,NA
489478,1⁄8,cup    almond flour,NA
489478,1⁄8,teaspoon    vanilla,NA
489478,2,tablespoons    Splenda granular (or more to taste),NA
489478,1,dash    salt,NA
489478,1,egg,NA
489478,2,tablespoons    dark chocolate chips,NA
443296,3⁄4,cup    peanut butter,NA
443296,3⁄4,cup    Splenda granular,NA
443296,1⁄4,cup    egg substitute or 1   large    egg,NA
443296,1,teaspoon    vanilla extract,NA
443296,1⁄2,cup    sugar-free chocolate chips (Hershey's),NA
268961,1,cup    applesauce,NA
268961,1⁄2,cup    sugar,NA
268961,1⁄2,cup    brown sugar,NA
268961,3,egg whites,NA
268961,1,teaspoon    baking soda,NA
268961,1,teaspoon    salt,NA
268961,1,teaspoon    vanilla,NA
268961,2,cups    flour,NA
268961,2,cups    chocolate chips,NA
242083,1,cup    all-purpose flour,NA
242083,1,teaspoon    baking powder,NA
242083,1⁄2,teaspoon    baking soda,NA
242083,1⁄2,teaspoon    salt,NA
242083,1⁄2,teaspoon    ground cinnamon,NA
242083,2,"tablespoons    butter, room temperature",NA
242083,1⁄2,cup    white sugar,NA
242083,1⁄2,cup    brown sugar,NA
242083,1,large    egg,NA
242083,1⁄4,cup   plain unsweetened applesauce,NA
242083,1⁄2,teaspoon    vanilla extract,NA
242083,2,cups    quick-cooking oats,NA
242083,1,cup    chocolate chips,NA
210567,1,cup    whole wheat flour,NA
210567,1,teaspoon    baking powder,NA
210567,1⁄4,teaspoon    baking soda,NA
210567,1⁄4,teaspoon    salt,NA
210567,1⁄2,cup    sugar,NA
210567,1,egg,NA
210567,1,teaspoon    vanilla,NA
210567,1⁄3,cup    unsweetened applesauce,NA
210567,3⁄4,cup    chocolate chips,NA
210567,3⁄4,cup   chopped walnuts (or any other nut),NA
210567,1,large   ripe mashed banana,NA
212904,1⁄2,cup    Splenda sugar substitute,NA
212904,4,tablespoons    Splenda brown sugar blend,NA
212904,1,cup    flour,NA
212904,1,tablespoon    flour,NA
212904,3⁄4,teaspoon    baking soda,NA
212904,1⁄2,teaspoon    salt,NA
212904,1,teaspoon    vanilla,NA
212904,7,tablespoons    unsweetened applesauce,NA
212904,2,tablespoons    water,NA
212904,1⁄4,cup    egg substitute (or 2 egg whites),NA
212904,1⁄4,cup    semi-sweet chocolate chips,NA
80852,1 1⁄2,cups    all-purpose flour,NA
80852,1⁄2,teaspoon    baking soda,NA
80852,1⁄4,teaspoon    salt,NA
80852,1⁄2,cup    margarine,NA
80852,1⁄2,cup    sugar (I use 1/2 cup Splenda),NA
80852,1⁄4,cup    light brown sugar,NA
80852,1,large    egg,NA
80852,1⁄4,cup    unsweetened applesauce,NA
80852,2,tablespoons    1% low-fat milk,NA
80852,2,teaspoons    vanilla extract,NA
80852,1⁄2,cup    chocolate chips,NA
201141,6,"tablespoons    butter, softened",NA
201141,2,"tablespoons    light butter, softened",NA
201141,1⁄4,cup    Splenda brown sugar blend (equal to 1/2 cup brown sugar),NA
201141,1,large    egg,NA
201141,1,teaspoon    vanilla extract,NA
201141,1,cup    all-purpose flour,NA
201141,2 -3,tablespoons    cocoa (I like Droste),NA
201141,1⁄2,teaspoon    baking soda,NA
201141,1⁄8,teaspoon    salt,NA
201141,2,tablespoons    skim milk,NA
201141,1⁄2,"cup    sugar-free chocolate chips (If yo can't find the chips, a bar chopped into bits works too)",NA
187227,1⁄2,cup   packed brown sugar,NA
187227,1⁄4,"cup    margarine, softened  (not tub margarine)",NA
187227,1⁄2,teaspoon    vanilla,NA
187227,1,egg white,NA
187227,1,cup    all-purpose flour,NA
187227,3,tablespoons    cocoa powder,NA
187227,1⁄2,teaspoon    baking soda,NA
187227,1⁄8,teaspoon    salt,NA
187227,1⁄2,cup    chocolate chips,NA
421040,3 1⁄2,cups    flour,NA
421040,1⁄2,teaspoon    salt,NA
421040,3,teaspoons    baking soda,NA
421040,1⁄2,cup    vegetable oil,NA
421040,1⁄2,cup    applesauce,NA
421040,1,"cup    brown sugar, packed",NA
421040,1,cup    sugar,NA
421040,1,cup    butter,NA
421040,1,egg,NA
421040,1,tablespoon    milk,NA
421040,2,teaspoons    vanilla,NA
421040,1 1⁄2,cups    chocolate chips,NA
421040,1 1⁄2,cups    Rice Krispies,NA
421040,1 1⁄2,cups    quick-cooking oats,NA
303642,1,cup    all-purpose flour,NA
303642,1⁄4,teaspoon    baking soda,NA
303642,1⁄8,teaspoon    table salt,NA
303642,1⁄4,"cup    butter, softened",NA
303642,1⁄2,"cup    dark brown sugar, packed",NA
303642,1⁄2,cup    sugar,NA
303642,1⁄3,cup    unsweetened baking cocoa,NA
303642,2,large    egg whites,NA
303642,1⁄3,cup    miniature chocolate chip,NA
92288,1 1⁄4,"cups    brown sugar, firmly packed",NA
92288,3⁄4,"cup    unsalted butter, softened",NA
92288,2,large    eggs,NA
92288,1,teaspoon    vanilla,NA
92288,1⁄2,teaspoon    salt,NA
92288,1 3⁄4,cups    flour,NA
92288,1⁄2,cup    oats,NA
92288,3⁄4,cup    M&M's plain chocolate candy,NA
92288,2⁄3,cup    semi-sweet chocolate chips,NA
212622,1 1⁄4,cups    all-purpose flour,NA
212622,1⁄2,teaspoon    baking soda,NA
212622,1⁄2,teaspoon    salt,NA
212622,1⁄2,"cup    butter, softened  (one stick)",NA
212622,1⁄2,"cup    brown sugar, packed",NA
212622,1⁄4,cup    granulated sugar,NA
212622,1,large    egg,NA
212622,1,teaspoon    vanilla extract,NA
212622,1,cup    semi-sweet chocolate chips,NA
212622,1⁄2,"cup    walnuts, lightly toasted and chopped  (optional)",NA
132946,1,"cup    butter, softened",NA
132946,1 1⁄2,cups    sugar,NA
132946,1 1⁄2,cups   packed brown sugar,NA
132946,2,large    eggs,NA
132946,1 1⁄2,teaspoons    vanilla,NA
132946,3 1⁄4,cups    flour,NA
132946,1⁄2,teaspoon    baking soda,NA
132946,1,teaspoon    salt,NA
132946,1,(12   ounce) package   white chocolate chips,NA
132946,1 1⁄2,cups   chopped macadamia nuts,NA
106174,1,teaspoon    vanilla extract,NA
106174,1 1⁄2,cups    all-purpose flour,NA
106174,1,teaspoon    baking soda,NA
106174,1⁄4,teaspoon    salt,NA
106174,1⁄3,cup    butter,NA
106174,1⁄3,cup   packed brown sugar,NA
106174,1⁄3,cup    granulated sugar,NA
106174,1⁄4,cup    raspberry jam,NA
106174,1,large    egg,NA
106174,1,cup    white chocolate chips or 1   cup   chopped white chocolate,NA
106174,1,cup   chopped macadamia nuts,NA
35375,1,cup    Butter Flavor Crisco,NA
35375,1 1⁄4,cups   packed light brown sugar,NA
35375,1⁄2,cup    instant malted milk powder,NA
35375,2,tablespoons    chocolate syrup,NA
35375,1,tablespoon    vanilla extract,NA
35375,1,large    egg,NA
35375,2,cups    all-purpose flour,NA
35375,1,teaspoon    baking soda,NA
35375,1⁄2,teaspoon    salt,NA
35375,2,cups    semi-sweet chocolate chips,NA
457517,1,cup    all-purpose flour,NA
457517,1,teaspoon    baking powder,NA
457517,1⁄2,teaspoon    salt,NA
457517,1⁄4,cup    semi-sweet chocolate chips,NA
457517,1⁄4,"cup    dark brown sugar, Loosely Packed",NA
457517,1⁄3,cup    malted barley syrup,NA
457517,1⁄4,"cup    margarine, Melted",NA
457517,1,teaspoon    vanilla extract,NA
61728,1,cup    butter flavor shortening,NA
61728,1 1⁄4,cups   packed brown sugar,NA
61728,3⁄4,cup    instant malted milk powder,NA
61728,3,tablespoons    chocolate syrup,NA
61728,1,tablespoon    vanilla extract,NA
61728,1,egg,NA
61728,2,cups    all-purpose flour,NA
61728,1,teaspoon    baking soda,NA
61728,1⁄2,teaspoon    salt,NA
61728,1 1⁄2,cups    semisweet chocolate chunks,NA
61728,6,ounces    milk chocolate chips,NA
476735,1,"cup    unsalted butter, softened",NA
476735,3⁄4,cup    golden brown sugar,NA
476735,3⁄4,cup    granulated sugar,NA
476735,2,eggs,NA
476735,2,teaspoons    vanilla extract,NA
476735,1⁄2,cup    instant malted milk powder (rounded 1/2 c),NA
476735,2,cups    all-purpose flour,NA
476735,1 1⁄4,teaspoons    baking soda,NA
476735,1 1⁄4,teaspoons    salt,NA
476735,1,(12   ounce) bag   milk chocolate chips,NA
418410,1⁄4,"cup    butter, softened",NA
418410,1,cup   packed brown sugar,NA
418410,1⁄4,cup    pure maple syrup,NA
418410,1,large    egg,NA
418410,1,teaspoon    vanilla or 1   teaspoon    maple extract,NA
418410,1 1⁄2,cups    all-purpose flour,NA
418410,1,teaspoon    baking soda,NA
418410,1⁄4,teaspoon    salt,NA
418410,3⁄4,cup    white chocolate chips,NA
418410,3⁄4,cup   chopped walnuts,NA
455047,1⁄4,"cup    butter, softened",NA
455047,1,cup   packed brown sugar,NA
455047,1⁄4,cup    pure maple syrup,NA
455047,1,large    egg,NA
455047,1,teaspoon    vanilla or 1   teaspoon    maple extract,NA
455047,1 1⁄2,cups    all-purpose flour,NA
455047,1,teaspoon    baking soda,NA
455047,1⁄4,teaspoon    salt,NA
455047,3⁄4,cup    white chocolate chips,NA
190516,1,cup    all-purpose flour,NA
190516,1⁄2,cup    whole wheat flour,NA
190516,1,teaspoon    salt,NA
190516,1⁄2,teaspoon    baking soda,NA
190516,3⁄4,"cup    unsalted butter, softened",NA
190516,1⁄2,cup    sugar,NA
190516,1⁄2,cup   packed light brown sugar,NA
190516,1,large    egg,NA
190516,1 1⁄2,teaspoons    vanilla,NA
190516,1⁄2,cup   mashed banana (appx 1 large banana),NA
190516,1,cup    old fashioned oats,NA
190516,8,"ounces    semisweet chocolate, coarsely cut into chunks appx 1/4-inch",NA
190516,1⁄2,"cup   coarsely chopped walnuts (Martha says to toast, I skipped that part)",NA
127506,1,cup    all-purpose flour,NA
127506,1⁄2,cup    unsweetened dutch cocoa,NA
127506,1⁄2,teaspoon    baking soda,NA
127506,1⁄2,teaspoon    salt,NA
127506,8,ounces    milk chocolate,NA
127506,8,"tablespoons    unsalted butter, softened",NA
127506,1 1⁄2,cups    granulated sugar,NA
127506,2,large    eggs,NA
127506,1,teaspoon    pure vanilla extract,NA
212777,1,cup    matzo meal,NA
212777,1,cup    matzo farfel,NA
212777,3⁄4,cup    granulated sugar,NA
212777,1⁄4,cup   packed light-brown sugar,NA
212777,1⁄4,teaspoon    salt,NA
212777,2,large    eggs,NA
212777,1⁄2,cup    vegetable oil,NA
212777,1,teaspoon    pure vanilla extract,NA
212777,1,cup    semisweet vegan chocolate chips,NA
212777,1⁄2,"cup   chopped walnuts, toasted",NA
418802,2 1⁄2,cups    all-purpose flour,NA
418802,1⁄2,teaspoon    baking soda,NA
418802,1⁄4,teaspoon    baking powder,NA
418802,1⁄2,teaspoon    salt,NA
418802,1,cup    dark brown sugar,NA
418802,1⁄2,"cup    unsalted butter, room temp",NA
418802,1⁄2,cup    light corn syrup,NA
418802,2,large    eggs,NA
418802,2,teaspoons    vanilla,NA
418802,2,cups    semi-sweet chocolate chips,NA
158546,1⁄2,cup    butter,NA
158546,8,ounces    cream cheese (slightly softened),NA
158546,1,egg,NA
158546,1,(18 1/4  ounce) package   yellow cake mix (unprepared),NA
158546,1,teaspoon    vanilla,NA
158546,1,(12   ounce) bag   chocolate chips,NA
472626,3 1⁄4,cups    flour,NA
472626,1,teaspoon    baking soda,NA
472626,3⁄4,teaspoon    salt,NA
472626,1 1⁄3,"cups    butter, softened",NA
472626,1 1⁄4,cups    granulated sugar,NA
472626,1,"cup    light brown sugar, firmly packed",NA
472626,2,eggs,NA
472626,4,teaspoons    pure vanilla extract,NA
472626,1,(12   ounce) package   semi-sweet chocolate chips,NA
472626,1,"cup    walnuts, chopped",NA
53887,1,cup    all-purpose flour,NA
53887,1⁄2,teaspoon    baking soda,NA
53887,1⁄2,teaspoon    salt,NA
53887,11,ounces    bittersweet chocolate or 11   ounces    semisweet chocolate,NA
53887,1⁄2,"cup    unsalted butter, cut into cubes",NA
53887,1,tablespoon    vanilla extract,NA
53887,2,teaspoons    instant espresso powder,NA
53887,3,large    eggs,NA
53887,1⁄3,cup   packed light brown sugar,NA
53887,1,cup    granulated sugar,NA
53887,12,ounces    chocolate chips (about 2 cups),NA
53887,1 3⁄4,cups   chopped pecans,NA
53892,2,cups    all-purpose flour,NA
53892,1⁄2,teaspoon    salt,NA
53892,1,teaspoon    baking powder,NA
53892,1,teaspoon    baking soda,NA
53892,1,"cup    unsalted butter, room temperature",NA
53892,1,cup   packed light-brown sugar,NA
53892,1,cup    granulated sugar,NA
53892,1,tablespoon    pure vanilla extract,NA
53892,3,tablespoons    milk,NA
53892,2,large    eggs,NA
53892,3,cups    old fashioned oats,NA
53892,12,"ounces    semisweet chocolate, chopped into 1/2 inch chunks",NA
53892,1 1⁄3,cups   coarsely chopped pecans (5 ounces),NA
51655,2⁄3,lb    unsalted butter,NA
51655,4 1⁄2,"ounces    brown sugar, firmly packed",NA
51655,4 1⁄2,ounces    white sugar,NA
51655,3,large    eggs,NA
51655,1⁄2,tablespoon    vanilla,NA
51655,1,lb    all-purpose flour,NA
51655,1⁄2,tablespoon    baking soda,NA
51655,1⁄4,tablespoon    salt,NA
51655,1 1⁄4,lbs    chocolate chips,NA
51655,7 1⁄2,ounces    walnuts,NA
294912,1⁄2,"cup    butter, softened",NA
294912,1⁄2,cup    creamy peanut butter,NA
294912,1⁄2,"cup    brown sugar, packed",NA
294912,1⁄2,cup    granulated sugar,NA
294912,1,egg,NA
294912,1,teaspoon    vanilla,NA
294912,1,cup    flour,NA
294912,1⁄2,teaspoon    baking soda,NA
294912,1⁄4,teaspoon    salt,NA
294912,1⁄2,teaspoon    cream of tartar,NA
294912,1,cup    quick oats,NA
294912,3⁄4,cup    chocolate chips,NA
257029,1,cup    sugar,NA
257029,2⁄3,cup    brown sugar,NA
257029,1,cup    butter,NA
257029,1,cup    peanut butter,NA
257029,1,teaspoon    vanilla,NA
257029,2,eggs,NA
257029,2 1⁄2,cups    flour,NA
257029,1,cup    rolled oats,NA
257029,2,teaspoons    baking soda,NA
257029,1⁄2,teaspoon    salt,NA
257029,3,cups    semi-sweet chocolate chips,NA
303845,1⁄2,"cup    butter, melted gently in the microwave",NA
303845,1⁄4,"cup    vegetable oil (canola, corn, whatever. Even light olive oil works well & is very healthy)",NA
303845,1 1⁄4,cups    brown sugar (packed),NA
303845,1,tablespoon    real vanilla extract,NA
303845,2,tablespoons    milk,NA
303845,1,large    egg,NA
303845,1,cup    white whole wheat flour (such as King Arthur-this makes for a much better cookie than just plain whole wheat flour),NA
303845,1,cup    all-purpose white flour,NA
303845,1,teaspoon    salt,NA
303845,3⁄4,teaspoon    baking soda,NA
303845,1,"cup    semi-sweet chocolate chips (I use Ghirardelli, they taste richer)",NA
303845,3⁄4,"cup    oats (old-fashioned or quick, OR 1 cup coarsely chopped pecans OR if you wish for neither add more chocola)",NA
193956,1,"cup    butter, softened",NA
193956,2,teaspoons    vanilla (or you 1 teaspoon almond extract),NA
193956,1⁄2,cup    confectioners' sugar,NA
193956,1⁄4,cup    cornstarch,NA
193956,1 1⁄2,cups    flour,NA
193956,1⁄3,cup    mini chocolate chip,NA
193956,,"confectioners' sugar, for dusting  (optional)",NA
160924,1,cup    flour,NA
160924,1⁄2,cup   unsweetened Dutch-processed cocoa powder,NA
160924,1,teaspoon    cinnamon,NA
160924,1⁄2,teaspoon    baking soda,NA
160924,1⁄2,teaspoon    salt,NA
160924,1⁄8,teaspoon   finely ground black pepper,NA
160924,1⁄4,"lb    dark chocolate, chopped coarse",NA
160924,1⁄2,cup    butter,NA
160924,1 1⁄2,cups    sugar,NA
160924,2,large    eggs,NA
160924,1,teaspoon    vanilla,NA
160924,3⁄4,cup    semi-sweet chocolate chips,NA
487080,1⁄2,cup    unsalted butter (room temperature),NA
487080,1⁄2,cup    sugar,NA
487080,1⁄2,cup    dark brown sugar,NA
487080,1,egg,NA
487080,2,teaspoons    pure vanilla extract,NA
487080,1 1⁄2,cups    all-purpose flour,NA
487080,1⁄4,cup    unsweetened cocoa powder,NA
487080,1⁄2,teaspoon    baking powder,NA
487080,1⁄2,teaspoon    baking soda,NA
487080,1⁄2,teaspoon    salt,NA
487080,1,cup    dark chocolate chips,NA
487080,2,tablespoons    flaked sea salt (or more as needed),NA
484064,2 1⁄4,cups    all-purpose flour,NA
484064,1,teaspoon    baking soda,NA
484064,1,teaspoon    salt,NA
484064,1,"cup    unsalted butter, softened",NA
484064,1,"stick    vegetable shortening, Crisco butter-flavored",NA
484064,3⁄4,cup    sugar,NA
484064,3⁄4,"cup    brown sugar, packed",NA
484064,1,teaspoon    vanilla extract,NA
484064,2,eggs,NA
484064,1,cup    white chocolate chips,NA
484064,1,cup    milk chocolate chips,NA
484064,1,cup    mint chocolate chips or 1   cup   andes mint candy,NA
484064,2,"cups    walnuts, chopped",NA
285626,1⁄2,cup    butter,NA
285626,1⁄2,cup    peanut butter (we use low fat in my house and it worked fine),NA
285626,1⁄2,cup    sugar,NA
285626,1⁄2,cup    brown sugar,NA
285626,1,large    egg,NA
285626,1,tablespoon    vanilla,NA
285626,1 1⁄4,cups    flour,NA
285626,3⁄4,teaspoon    baking soda,NA
285626,1⁄4,teaspoon    salt,NA
285626,1,cup    chocolate chips,NA
4051,1,"cup    margarine, softened",NA
4051,3⁄4,"cup    brown sugar, firmly packed",NA
4051,1⁄2,cup    granulated sugar,NA
4051,1,teaspoon    vanilla,NA
4051,4,tablespoons    Grand Marnier,NA
4051,2,large    eggs,NA
4051,2,cups    all-purpose flour,NA
4051,1,teaspoon    baking soda,NA
4051,1,cup    quick oats (3 min variety),NA
4051,2,cups    semi-sweet chocolate chips,NA
210301,2 1⁄4,cups    all-purpose flour,NA
210301,1,teaspoon    baking soda,NA
210301,1,teaspoon    salt,NA
210301,1,"cup    butter, softened",NA
210301,3⁄4,cup    granulated sugar,NA
210301,3⁄4,cup   packed brown sugar,NA
210301,1,teaspoon    vanilla extract,NA
210301,2,large    eggs,NA
210301,1 3⁄4,cups    milk chocolate chips,NA
210301,1,cup   chopped nuts (optional),NA
134955,1 1⁄2,cups    white sugar,NA
134955,1 1⁄2,cups    brown sugar,NA
134955,1 1⁄2,cups    shortening,NA
134955,3,large    eggs,NA
134955,1⁄2,tablespoon    vanilla,NA
134955,6,tablespoons    hot water,NA
134955,5 1⁄4,cups    flour,NA
134955,1⁄2,tablespoon    salt,NA
134955,1⁄2,tablespoon    baking soda,NA
134955,1,(12   ounce) bag   chocolate chips or  (12   ounce) bag   butterscotch chips,NA
105345,1⁄4,cup    cocoa,NA
105345,3⁄4,cup    whole wheat flour,NA
105345,1⁄2,cup    sugar,NA
105345,1⁄2,"cup    rolled oats, plus",NA
105345,2,tablespoons    rolled oats,NA
105345,1⁄2,teaspoon    cinnamon,NA
105345,1⁄2,teaspoon    salt,NA
105345,1⁄4 - 1⁄2,cup    semi-sweet chocolate chips,NA
105345,1,teaspoon    baking powder,NA
105345,1⁄4,teaspoon    baking soda,NA
105345,1,egg white,NA
105345,1⁄4,teaspoon    mint,NA
105345,1⁄2,teaspoon    vanilla,NA
105345,2,tablespoons    prune puree,NA
105345,3 -4,tablespoons    applesauce,NA
450471,1,(17 1/2  ounce)    sugar cookie mix (the 1 lb. 1.5 oz Betty crocker pouch),NA
450471,1⁄2,"cup    butter, softened  (1 stick)",NA
450471,1⁄4 - 1⁄2,"teaspoon    peppermint extract (NOT mint, mint is like a toothpaste smell or taste)",NA
450471,6 -8,drops    green food coloring,NA
450471,1,egg,NA
450471,1,cup    creme de menthe baking chips (such as Andes baking chips),NA
450471,1,cup    semisweet chocolate chunk,NA
294300,1,"cup    butter, cold  (no substitutes)",NA
294300,2 1⁄2,cups    all-purpose flour,NA
294300,2,teaspoons    baking powder,NA
294300,1⁄2,teaspoon    baking soda,NA
294300,1,teaspoon    salt,NA
294300,2⁄3,cup    light brown sugar,NA
294300,2⁄3,cup    white sugar,NA
294300,2,"large    eggs, cold",NA
294300,12,ounces    semi-sweet chocolate chips,NA
294300,3⁄4,"cup    walnuts or 3/4  cup    pecans, if desired",NA
477762,3⁄4,cup    sugar,NA
477762,3⁄4,cup    brown sugar,NA
477762,1⁄2,cup    butter,NA
477762,1⁄2,cup    shortening,NA
477762,3,eggs,NA
477762,1,teaspoon    baking soda,NA
477762,1,teaspoon    salt,NA
477762,2 3⁄4,cups    flour,NA
477762,1,(8   ounce) bag   semi-sweet chocolate chips,NA
140861,1 1⁄2,cups    butter or 1 1/2  cups    margarine,NA
140861,1 1⁄2,cups    sugar,NA
140861,3⁄4,cup   firmly packed brown sugar,NA
140861,1 1⁄2,teaspoons    vanilla,NA
140861,3,large    eggs,NA
140861,1 1⁄2,teaspoons    baking soda,NA
140861,3,teaspoons    warm water,NA
140861,3⁄4,teaspoon    salt,NA
140861,3 3⁄4,cups    flour,NA
140861,12,ounces    chocolate chips,NA
140154,1⁄2,cup    margarine,NA
140154,1⁄2,cup    shortening,NA
140154,1,cup    brown sugar,NA
140154,1⁄2,cup    sugar,NA
140154,2,eggs,NA
140154,1 1⁄2,teaspoons    vanilla,NA
140154,2 1⁄2,cups    flour,NA
140154,1,teaspoon    baking soda,NA
140154,1⁄2,teaspoon    salt,NA
140154,12,ounces    chocolate chips,NA
246043,2⁄3,cup    shortening,NA
246043,2⁄3,"cup    butter, softened",NA
246043,1,cup    white sugar,NA
246043,1,cup    brown sugar,NA
246043,2,eggs,NA
246043,2,teaspoons    vanilla,NA
246043,3 1⁄2,cups    all-purpose flour,NA
246043,1,teaspoon    baking soda,NA
246043,1,teaspoon    salt,NA
246043,2,cups    semi-sweet chocolate chips,NA
246043,1,"cup    pecans, chopped",NA
246043,1⁄2,cup    flour,NA
101296,1 1⁄2,cups    flour,NA
101296,1,teaspoon    salt,NA
101296,1,teaspoon    baking soda,NA
101296,1,cup    vegetable shortening,NA
101296,1,cup   firmly packed light-brown sugar,NA
101296,1⁄2,cup    granulated sugar,NA
101296,1,teaspoon    vanilla,NA
101296,2,eggs,NA
101296,2,cups    old fashioned oats,NA
101296,1,(12   ounce) package   semi-sweet chocolate chips,NA
267644,1,"cup   unsweetened butter, softened",NA
267644,2,cups    sugar,NA
267644,2,"large    eggs, at room temperature",NA
267644,1,teaspoon    vanilla extract,NA
267644,2,cups    flour,NA
267644,2 1⁄2,cups    oatmeal (not instant),NA
267644,1⁄2,"teaspoon    salt (optional if using salted butter, or reduce amount of salt)",NA
267644,1,teaspoon    baking powder (a pinch more to make them softer),NA
267644,1,teaspoon    baking soda,NA
267644,12,ounces    semi-sweet chocolate chips,NA
267644,1 1⁄2,cups   chopped nuts (any kind),NA
488750,1,cup   softened butter,NA
488750,1⁄2,cup    granulated sugar,NA
488750,1 1⁄2,cups   packed brown sugar,NA
488750,2,eggs,NA
488750,2 1⁄2,teaspoons    vanilla extract,NA
488750,2 1⁄2,cups    all-purpose flour,NA
488750,3⁄4,teaspoon    salt,NA
488750,1,teaspoon    baking powder,NA
488750,1,teaspoon    baking soda,NA
488750,1 1⁄2,twelve oz bags semi-sweet chocolate chips,NA
124405,1 1⁄2,cups    sugar,NA
124405,2,cups    brown sugar,NA
124405,1,lb    butter,NA
124405,3,eggs,NA
124405,2,tablespoons    vanilla,NA
124405,1 1⁄2,teaspoons    salt,NA
124405,1 1⁄2,teaspoons    baking soda,NA
124405,6,cups    flour,NA
124405,2,cups    semi-sweet chocolate chips,NA
124405,2,cups   loosely chopped pecans,NA
80160,2,cups    flour,NA
80160,1⁄2,teaspoon    baking powder,NA
80160,1⁄3,"cup    light brown sugar, packed",NA
80160,1,cup    sugar,NA
80160,1,"cup    butter, room temperature",NA
80160,2,"eggs, large",NA
80160,2,teaspoons    vanilla,NA
80160,2,cups    raisins,NA
80160,2,cups    chocolate chips,NA
107231,1,cup    shortening,NA
107231,1,cup    sugar,NA
107231,1,cup    brown sugar (packed),NA
107231,1,teaspoon    vanilla extract,NA
107231,2,large    eggs,NA
107231,2,tablespoons    water,NA
107231,2,cups    all-purpose flour,NA
107231,1,teaspoon    baking soda,NA
107231,1,teaspoon    salt,NA
107231,2,cups    quick-cooking oats,NA
107231,2,cups    chocolate chips,NA
107231,3⁄4,cup    walnuts (optional),NA
360266,2 1⁄2,cups    all-purpose flour,NA
360266,1,teaspoon    baking soda,NA
360266,1,teaspoon    salt,NA
